RepoID,Testing,Security,Research Support,Project Activity / Maintenance,Popularity / Engagement,Licensing & Compliance,Documentation,Dependency Analysis,Collaboration,Code Quality,AI Model Usage,GenAI Used,Agile Process
RID7034,0,0,4,5,5,10,5,0,6.5,0,0,0,2
RID7035,0,0,4,5,5,10,5,0,6.5,0,0,0,0
RID7036,0,0,5,5,6,10,5,0,6.5,0,0,0,0
RID7037,0,0,5,5,6,10,5,0,6.5,0,0,0,0
RID7038,0,0,5,5,6,10,5,0,6.5,0,0,0,0
RID7039,0,0,8,3,2,5,1,0,0,0,0,0,0
RID7040,0,0,3,3,3,2,2,0,1.5,0,0,0,0
RID7041,7,0,7,5,7,5,6,6,7,2,0,0,0
RID7042,0,0,7,5,8,5,6,6,7,2,0,0,0
RID7043,0,0,5,5,6,10,5,0,6.5,0,0,0,0
RID7044,0,0,5,5,5,10,5,0,6.5,0,0,0,2
RID7045,0,0,5,5,5,10,5,0,6.5,0,0,0,0
RID7046,0,0,4,5,7,10,5,0,6.5,0,0,0,0
RID7047,0,0,5,5,6,10,5,0,6.5,0,0,0,0
RID7048,0,0,4,5,6,10,5,0,6.5,0,0,0,0
RID7049,0,0,5,5,6,10,5,0,6.5,0,0,0,0
RID7050,0,0,4,5,5,10,5,0,6.5,0,0,0,0
RID7051,0,0,6,5,6,10,5,0,6.5,0,0,0,0
RID7052,0,0,4,5,6,10,5,0,6.5,0,0,0,2
RID7053,0,0,6,5,5,10,5,0,6.5,0,0,0,0
RID7054,0,4,4,5,6,10,5,0,6.5,0,0,0,0
RID7055,0,0,4,5,6,10,5,0,6.5,0,0,0,0
RID7056,0,0,4,5,6,10,5,0,6.5,0,0,0,0
RID7057,0,0,4,5,5,10,5,0,6.5,0,0,0,0
RID7058,0,0,6,5,5,10,5,0,6.5,0,0,0,0
RID7059,0,0,5,5,6,10,5,0,6.5,0,0,0,0
RID7060,0,0,6,5,5,10,5,0,6.5,0,0,0,0
RID7061,0,0,4,5,5,10,5,0,6.5,0,0,0,0
RID7062,0,0,4,5,5,10,5,0,6.5,0,0,0,0
RID7063,0,0,5,5,6,10,5,0,6.5,0,0,0,2
RID7064,0,0,5,5,6,10,5,0,6.5,0,0,0,0
RID7065,0,0,4,5,7,10,5,0,6.5,0,0,0,0
RID7066,0,0,5,5,5,10,5,0,6.5,0,0,0,0
RID7067,4,0,5,5,6,10,5,0,6.5,0,0,0,0
RID7068,0,0,4,5,6,10,5,0,6.5,0,0,0,2
RID7069,0,0,4,5,6,10,5,0,6.5,0,0,0,0
RID7070,0,0,4,5,6,10,5,0,6.5,0,0,0,0
RID7071,0,0,4,5,5,10,5,0,6.5,0,0,0,0
RID7072,0,0,4,5,5,10,5,2,6.5,0,0,0,0
RID7073,0,0,4,5,6,10,5,0,6.5,0,0,0,0
RID7074,0,0,5,5,5,10,5,0,6.5,0,0,0,2
RID7075,0,0,5,5,5,10,5,0,6.5,0,0,0,0
RID7076,0,0,4,5,6,10,5,0,6.5,0,0,0,0
RID7077,0,0,6,5,6,10,5,0,6.5,0,0,0,0
RID7078,0,0,4,5,5,10,5,0,6.5,0,0,0,0
RID7079,0,0,4,5,6,10,5,0,6.5,0,0,0,0
RID7080,0,0,4,5,6,10,5,0,6.5,0,0,0,0
RID7081,0,0,4,5,5,10,5,0,6.5,0,0,0,2
RID7082,0,0,6,5,6,10,5,0,6.5,0,0,0,0
RID7083,0,0,6,5,6,10,5,0,6.5,0,0,0,0
RID7084,0,0,5,5,6,10,5,0,6.5,0,0,0,0
RID7085,0,0,6,5,6,10,5,0,6.5,0,0,0,2
RID7086,0,0,4,5,6,10,5,0,6.5,0,0,0,0
RID7087,0,0,4,5,5,10,5,0,6.5,0,0,0,0
RID7088,0,0,5,5,6,10,5,0,6.5,0,0,0,0
RID7089,0,0,5,5,6,10,5,0,6.5,0,0,0,0
RID7090,0,0,6,5,5,10,5,0,6.5,0,0,0,2
RID7091,0,0,6,5,6,10,5,0,6.5,0,0,0,0
RID7092,0,0,5,5,6,10,5,0,6.5,0,0,0,0
RID7093,0,0,4,5,5,10,5,0,6.5,0,0,0,0
RID7094,0,0,4,5,6,10,5,0,6.5,0,0,0,0
RID7095,0,0,4,5,6,10,5,0,6.5,0,0,0,2
RID7096,0,0,4,5,6,10,5,0,6.5,0,0,0,0
RID7097,0,0,4,5,5,10,5,0,6.5,0,0,0,0
RID7098,0,0,6,5,6,10,5,0,6.5,0,0,0,2
RID7099,0,0,4,5,6,10,5,0,6.5,0,0,0,0
RID7100,0,0,4,5,6,10,5,0,6.5,0,0,0,0
RID7101,0,0,5,5,5,10,5,0,6.5,0,0,0,0
RID7102,0,0,4,5,5,10,5,0,6.5,0,0,0,0
RID7103,0,0,4,5,6,10,5,0,6.5,0,0,0,0
RID7104,0,0,4,5,5,10,5,0,6.5,0,0,0,0
RID7105,0,0,4,5,6,10,5,0,6.5,0,0,0,0
RID7106,0,0,4,5,6,10,5,0,6.5,0,0,0,0
RID7107,0,0,6,5,5,10,5,0,6.5,0,0,0,0
RID7108,0,0,4,5,5,10,5,0,6.5,0,0,0,2
RID7109,0,0,4,5,6,10,5,0,6.5,0,0,0,0
RID7110,7,0,5,5,5,10,5,0,6.5,0,0,0,0
RID7111,0,0,4,5,6,10,5,0,6.5,0,0,0,0
RID7112,0,0,4,5,5,10,5,0,6.5,0,0,0,0
RID7113,0,0,4,5,6,10,5,0,6.5,0,0,0,0
RID7114,0,0,6,5,6,10,5,0,6.5,0,0,0,0
RID7115,0,0,4,5,6,10,5,0,6.5,0,0,0,0
RID7116,0,0,5,5,5,10,5,0,6.5,0,0,0,0
RID7117,0,0,4,5,5,10,5,0,6.5,0,0,0,0
RID7118,0,0,4,5,6,10,5,0,6.5,0,0,0,0
RID7119,0,0,4,5,6,10,5,0,6.5,0,0,0,0
RID7120,0,0,4,5,5,10,5,0,6.5,0,0,0,2
RID7121,0,0,4,5,6,10,5,0,6.5,0,0,0,0
RID7122,0,0,4,5,5,10,5,0,6.5,0,0,0,0
RID7123,0,4,8,5,5,10,5,0,6.5,0,0,0,0
RID7124,0,0,6,5,6,10,5,0,6.5,0,0,0,0
RID7125,0,0,4,5,5,10,5,0,6.5,0,0,0,0
RID7126,0,0,5,5,6,10,5,0,6.5,0,0,0,0
RID7127,0,0,6,5,6,10,5,0,6.5,0,0,0,0
RID7128,0,0,4,5,5,10,5,0,6.5,0,0,0,0
RID7129,0,0,6,5,5,10,5,0,6.5,0,0,0,2
RID7130,0,0,5,5,5,10,5,0,6.5,0,0,0,0
RID7131,0,0,4,5,5,10,5,0,6.5,0,0,0,0
RID7132,0,0,6,5,6,10,5,0,6.5,0,0,0,0
RID7133,0,0,5,5,6,10,5,0,6.5,0,0,0,0
RID7134,0,0,5,5,6,10,5,0,6.5,0,0,0,0
RID7135,0,0,5,5,6,10,5,0,6.5,0,0,0,0
RID7136,0,0,4,5,6,10,5,0,6.5,0,0,0,0
RID7137,0,0,7,5,6,10,5,0,6.5,0,0,0,0
RID7138,0,0,5,5,6,10,5,0,6.5,0,0,0,0
RID7139,0,0,4,5,5,10,5,0,6.5,0,0,0,0
RID7140,0,0,7,5,6,10,5,0,6.5,0,0,0,0
RID7141,0,0,5,5,6,10,5,0,6.5,0,0,0,0
RID7142,0,0,5,5,6,10,5,0,6.5,0,0,0,0
RID7143,0,0,5,5,6,10,5,0,6.5,0,0,0,0
RID7144,0,0,5,5,6,10,5,0,6.5,0,0,0,0
RID7145,0,0,4,5,5,10,5,0,6.5,0,0,0,0
RID7146,0,0,5,5,6,10,5,0,6.5,0,0,0,2
RID7147,0,0,6,5,6,10,5,0,6.5,0,0,0,2
RID7148,4,0,6,5,6,10,5,0,6.5,0,0,0,0
RID7149,0,0,4,5,6,10,5,0,6.5,0,0,0,0
RID7150,0,0,4,5,5,10,5,0,6.5,0,0,0,0
RID7151,0,0,4,5,6,10,5,0,6.5,0,0,0,2
RID7152,0,0,4,5,6,10,5,0,6.5,0,0,0,0
RID7153,0,0,4,5,6,10,5,0,6.5,0,0,0,0
RID7154,0,0,6,5,6,10,5,0,6.5,0,0,0,2
RID7155,0,0,5,5,5,10,5,0,6.5,0,0,0,0
RID7156,0,0,4,5,6,10,5,0,6.5,0,0,0,0
RID7157,0,0,4,5,6,10,5,0,6.5,0,0,0,0
RID7158,0,0,7,5,5,10,5,0,6.5,0,0,0,2
RID7159,0,0,5,5,6,10,5,0,6.5,0,0,0,0
RID7160,0,0,5,5,5,10,5,0,6.5,0,0,0,0
RID7161,0,0,6,3,3,5,2,0,0,0,2,0,2
RID7162,0,0,3,3,3,5,3,0,0,0,0,0,0
RID7163,0,0,6,5,5,5,6,0,4.5,0,2,0,2
RID7164,0,0,6,5,5,8,9,0,7,2,2,0,0
RID7165,0,0,4,5,5,5,7,0,2.5,0,5,0,2
RID7166,0,0,8,5,6,9,6,0,7.5,2,0,0,3
RID7167,0,0,6,5,4,9,6,0,7.5,2,0,0,2
RID7168,0,0,7,5,6,10,5,0,6.5,0,0,0,0
RID7169,0,0,6,5,5,10,5,0,6.5,0,0,0,0
RID7170,0,0,6,5,6,10,5,0,6.5,0,0,0,0
RID7171,0,0,5,5,5,10,5,0,6.5,0,0,0,2
RID7172,0,0,5,5,6,10,5,0,6.5,0,0,0,0
RID7173,0,0,4,5,7,10,5,0,6.5,0,0,0,0
RID7174,0,0,4,5,5,10,5,0,6.5,0,0,0,0
RID7175,0,0,4,5,6,10,5,0,6.5,0,0,0,2
RID7176,0,4,8,5,5,10,5,0,6.5,0,0,0,0
RID7177,0,0,4,5,5,10,5,0,6.5,0,0,0,0
RID7178,0,0,5,5,7,10,5,0,6.5,0,0,0,0
RID7179,0,0,4,5,6,10,5,0,6.5,0,0,0,0
RID7180,0,0,8,5,7,10,5,0,6.5,0,0,0,2
RID7181,0,0,5,5,6,10,5,0,6.5,0,0,0,0
RID7182,0,0,4,5,6,10,5,0,6.5,0,0,0,0
RID7183,0,0,6,5,6,10,5,0,6.5,0,0,0,0
RID7184,0,0,4,5,6,10,5,0,6.5,0,0,0,0
RID7185,0,0,4,5,6,10,5,0,6.5,0,0,0,0
RID7186,0,0,5,5,6,10,5,0,6.5,0,0,0,0
RID7187,0,0,4,5,5,10,5,0,6.5,0,0,0,0
RID7188,0,0,5,5,5,10,5,0,6.5,0,0,0,0
RID7189,0,0,4,5,6,10,5,0,6.5,0,0,0,2
RID7190,0,0,6,5,5,10,5,0,6.5,0,0,0,2
RID7191,0,0,4,5,6,10,5,0,6.5,0,0,0,0
RID7192,0,0,4,5,6,10,5,0,6.5,0,0,0,0
RID7193,0,0,4,5,6,10,5,0,6.5,0,0,0,0
RID7194,0,0,6,5,5,10,5,0,6.5,0,0,0,0
RID7195,0,0,4,5,6,10,5,0,6.5,0,0,0,0
RID7196,0,0,5,5,7,10,5,0,6.5,0,0,0,0
RID7197,0,0,4,5,6,10,5,0,6.5,0,0,0,2
RID7198,0,0,4,5,6,10,5,0,6.5,0,0,0,0
RID7199,0,0,5,5,6,10,5,0,6.5,0,0,0,0
RID7200,0,0,4,5,6,10,5,0,6.5,0,0,0,0
RID7201,0,4,4,5,5,10,5,0,6.5,0,0,0,0
RID7202,0,0,4,5,6,10,5,0,6.5,0,0,0,0
RID7203,0,0,6,5,5,10,5,0,6.5,0,0,0,2
RID7204,0,0,6,5,6,10,5,0,6.5,0,0,0,0
RID7205,0,0,4,5,6,10,5,0,6.5,0,0,0,0
RID7206,0,0,5,5,6,10,5,0,6.5,0,0,0,0
RID7207,0,0,5,5,6,10,5,0,6.5,0,0,0,0
RID7208,0,0,4,5,5,10,5,0,6.5,0,0,0,0
RID7209,0,0,4,5,6,10,5,0,6.5,0,0,0,0
RID7210,0,0,6,5,5,10,5,0,6.5,0,0,0,0
RID7211,0,0,6,5,6,10,5,0,6.5,0,0,0,0
RID7212,0,0,6,5,6,10,5,0,6.5,0,0,0,2
RID7213,0,0,4,5,5,10,5,0,6.5,0,0,0,0
RID7214,0,0,4,5,5,10,5,0,6.5,0,0,0,0
RID7215,0,0,4,5,6,10,5,2,6.5,0,0,0,0
RID7216,0,0,4,5,6,10,5,0,6.5,0,0,0,2
RID7217,0,0,5,5,6,10,5,0,6.5,0,0,0,0
RID7218,0,0,6,5,6,10,5,0,6.5,0,0,0,0
RID7219,0,0,4,5,6,10,5,0,6.5,0,0,0,0
RID7220,0,0,5,5,6,10,5,0,6.5,0,0,0,0
RID7221,0,0,6,5,6,10,5,0,6.5,0,0,0,0
RID7222,0,0,5,5,6,10,5,0,6.5,0,0,0,0
RID7223,0,0,5,5,6,10,5,0,6.5,0,0,0,0
RID7224,0,0,4,5,5,10,5,0,6.5,0,0,0,0
RID7225,0,0,4,5,6,10,5,0,6.5,0,0,0,0
RID7226,0,0,4,5,5,10,5,0,6.5,0,0,0,2
RID7227,0,0,4,5,6,10,5,0,6.5,0,0,0,0
RID7228,0,0,6,5,5,10,5,0,6.5,0,0,0,0
RID7229,0,0,6,5,6,10,5,0,6.5,0,0,0,0
RID7230,0,0,5,5,6,10,5,0,6.5,0,0,0,0
RID7231,0,0,5,5,6,10,5,0,6.5,0,0,0,0
RID7232,0,0,6,5,6,10,5,0,6.5,0,0,0,0
RID7233,0,0,6,5,5,10,5,0,6.5,0,0,0,0
RID7234,0,0,7,5,6,10,5,0,6.5,0,0,0,0
RID7235,0,0,5,5,6,10,5,0,6.5,0,0,0,0
RID7236,0,0,6,5,5,10,5,0,6.5,0,0,0,2
RID7237,0,0,7,5,6,10,5,0,6.5,0,0,0,0
RID7238,0,0,5,5,5,10,5,0,6.5,0,0,0,0
RID7239,0,0,6,5,5,10,5,0,6.5,0,0,0,0
RID7240,0,0,4,5,6,10,5,0,6.5,0,0,0,0
RID7241,0,0,6,5,6,10,5,0,6.5,0,0,0,0
RID7242,0,0,5,5,6,10,5,0,6.5,0,0,0,2
RID7243,0,0,4,5,5,10,5,0,6.5,0,0,0,0
RID7244,0,0,4,5,5,10,5,0,6.5,0,0,0,0
RID7245,0,0,4,5,5,10,5,0,6.5,0,0,0,0
RID7246,0,0,7,5,5,10,5,0,6.5,0,0,0,2
RID7247,0,0,6,5,6,10,5,0,6.5,0,0,0,0
RID7248,0,0,4,5,6,10,5,0,6.5,0,0,0,2
RID7249,0,0,5,5,6,10,5,0,6.5,0,0,0,2
RID7250,0,0,4,5,5,10,5,0,6.5,0,0,0,0
RID7251,0,0,4,5,5,10,5,0,6.5,0,0,0,2
RID7252,0,0,4,5,6,10,5,0,6.5,0,0,0,0
RID7253,0,0,5,5,6,10,5,0,6.5,0,0,0,0
RID7254,0,0,6,5,5,10,5,0,6.5,0,0,0,0
RID7255,0,0,4,5,6,10,5,0,6.5,0,0,0,0
RID7256,0,0,5,5,5,10,5,0,6.5,0,0,0,0
RID7257,0,0,4,5,6,10,5,0,6.5,0,0,0,0
RID7258,0,0,4,5,5,10,5,0,6.5,0,0,0,0
RID7259,0,0,5,5,5,10,5,0,6.5,0,0,0,0
RID7260,4,0,6,5,5,10,5,0,6.5,0,0,0,0
RID7261,0,0,5,5,6,10,5,0,6.5,0,0,0,0
RID7262,0,0,4,5,5,10,5,0,6.5,0,0,0,0
RID7263,0,0,5,5,5,10,5,0,6.5,0,0,0,0
RID7264,0,0,4,5,6,10,5,0,6.5,0,0,0,0
RID7265,0,0,8,3,2,5,0,0,1,0,0,0,0
RID7266,0,0,3,3,3,5,2,0,1,0,2,0,0
RID7267,0,0,4,3,3,5,6,0,1.5,0,0,0,0
RID7268,0,0,5,5,5,5,7,0,6.5,2,0,0,0
RID7269,0,0,7,5,5,3,10,0,7,0,2,0,2
RID7270,0,0,8,3,2,5,3,0,0,0,2,0,0
RID7271,0,0,6,3,3,5,2,0,1,0,0,0,2
RID7272,6,6,6,8,5,5,8,10,6.5,4,2,0,4
RID7273,0,0,4,3,1,5,7,0,1.5,0,0,0,0
RID7274,0,0,4,5,5,5,5,0,3.5,0,0,0,0
RID7275,0,0,4,4,8,5,6,0,2.5,0,0,0,0
RID7276,0,0,4,6,8,3,7,0,5.5,4,0,7,2
RID7277,0,0,10,3,3,6,1,0,1,2,0,0,0
RID7278,0,0,4,4,3,5,5,0,1.5,0,0,0,0
RID7279,0,0,4,5,5,5,7,0,6.5,2,0,0,2
RID7280,0,0,8,6,8,5,7,4,7,4,0,0,2
RID7281,0,0,8,5,8,5,6,6,7,2,0,0,0
RID7282,0,0,6,5,3,5,1,0,2.5,2,0,0,2
RID7283,0,0,6,5,5,8,10,2,6.5,2,0,0,3
RID7284,0,0,5,5,2,8,6,0,2.5,0,0,0,0
RID7285,0,0,6,4,0,5,2,0,7,2,0,0,2
RID7286,7,0,3,5,9,5,8,6,6.5,2,7,0,4
RID7287,0,0,4,3,2,5,1,0,0,0,0,0,0
RID7288,0,0,3,5,5,5,8,0,2.5,0,0,0,2
RID7289,0,0,4,3,2,5,0,0,0,0,0,0,0
RID7290,0,0,8,6,6,5,6,0,7.5,0,0,0,2
RID7291,0,0,6,5,8,5,8,0,5.5,0,0,0,0
RID7292,0,0,5,4,7,5,7,4,6,0,4,0,0
RID7293,0,0,5,4,5,2,5,0,6.5,0,0,1,2
RID7294,0,0,5,5,3,5,7,0,5,0,0,0,2
RID7295,0,0,7,3,4,5,2,0,1,0,0,0,0
RID7296,0,0,5,4,2,5,6,0,2.5,0,0,0,2
RID7297,0,0,6,5,7,5,3,0,7.5,2,0,0,0
RID7298,0,0,8,3,2,5,1,0,0,0,0,0,0
RID7299,0,0,4,3,3,2,3,0,3.5,0,0,0,0
RID7300,0,0,3,4,1,2,5,0,1.5,0,2,0,0
RID7301,0,0,4,3,3,5,1,0,0,0,0,0,0
RID7302,0,0,7,5,4,6,6,2,6.5,0,0,0,2
RID7303,0,0,4,4,3,5,8,0,2.5,0,0,0,0
RID7304,0,0,4,5,6,5,9,0,4.5,0,0,0,0
RID7305,0,0,10,3,3,2,5,0,3.5,0,0,0,0
RID7306,0,0,6,5,3,3,9,0,2.5,0,0,0,4
RID7307,0,0,8,3,4,5,3,0,1,0,0,0,0
RID7308,0,0,8,8,8,8,8,4,8.5,4,2,0,3
RID7309,0,0,8,5,6,3,7,2,6.5,2,5,0,3
RID7310,0,0,3,3,2,2,1,0,1,0,2,0,0
RID7311,0,0,4,4,3,5,9,0,2.5,0,0,0,0
RID7312,0,0,8,5,3,5,8,0,2,0,5,0,0
RID7313,0,0,4,8,10,5,7,0,8,5,0,0,2
RID7314,0,0,7,3,3,5,3,0,0,0,0,0,0
RID7315,0,0,8,3,3,5,3,0,1,0,0,0,0
RID7316,0,0,5,4,8,2,8,6,3.5,0,2,0,2
RID7317,0,0,8,3,2,6,2,0,1,0,0,0,0
RID7318,0,0,8,7,10,5,7,6,7.5,5,0,0,2
RID7319,0,0,4,5,4,2,6,2,7.5,2,0,0,3
RID7320,0,0,3,3,4,5,9,0,2.5,0,2,0,0
RID7321,0,0,8,5,7,5,8,2,6.5,2,0,0,4
RID7322,0,0,4,5,5,5,9,2,4.5,0,2,1,2
RID7323,0,0,4,5,1,5,9,2,2.5,0,0,1,0
RID7324,0,0,6,3,3,2,2,0,1,0,0,0,2
RID7325,0,0,9,5,6,8,8,0,8.5,2,2,0,2
RID7326,0,0,7,3,4,5,3,0,1,0,0,0,0
RID7327,0,0,6,6,10,6,9,0,6.5,2,2,0,2
RID7328,0,0,4,3,2,2,1,0,0,0,0,0,0
RID7329,0,0,6,5,7,8,8,0,5.5,0,2,0,2
RID7330,0,0,6,3,4,2,3,0,0,2,0,0,2
RID7331,0,0,8,5,5,5,7,4,6.5,2,4,0,0
RID7332,0,0,4,3,2,5,4,0,1.5,0,0,0,0
RID7333,0,0,4,4,3,8,8,0,2.5,0,0,0,0
RID7334,0,0,6,4,8,6,7,0,5,0,2,0,0
RID7335,0,0,4,4,4,8,5,0,4.5,0,2,0,0
RID7336,0,0,10,3,2,5,3,0,0,0,2,0,0
RID7337,0,0,4,4,5,5,8,0,3.5,4,2,0,0
RID7338,0,0,3,4,3,2,7,0,2.5,0,0,0,0
RID7339,0,0,4,3,2,5,1,0,0,0,0,0,0
RID7340,4,0,5,8,10,5,5,4,7.5,0,2,0,2
RID7341,0,0,5,5,4,8,4,0,5.5,2,0,1,2
RID7342,0,0,3,4,2,5,7,0,3.5,0,2,0,0
RID7343,0,0,4,6,7,5,9,0,3,0,0,0,0
RID7344,0,0,10,3,1,5,2,0,0,0,5,0,2
RID7345,0,0,6,5,4,5,8,0,7.5,0,0,0,2
RID7346,0,0,6,3,3,5,4,0,1,0,0,0,0
RID7347,0,0,7,4,5,5,4,0,1.5,0,0,0,0
RID7348,0,0,6,4,5,8,8,0,4.5,2,0,0,2
RID7349,0,0,7,4,4,5,7,0,5.5,2,2,1,2
RID7350,0,0,4,3,5,2,8,0,2.5,0,0,0,2
RID7351,0,0,5,3,4,5,2,0,0,0,0,0,0
RID7352,0,0,9,3,2,5,0,0,0,0,0,0,0
RID7353,0,0,8,3,2,5,2,0,1,0,0,0,2
RID7354,0,0,4,5,3,5,6,0,4.5,2,0,0,2
RID7355,0,0,3,5,7,2,5,0,2.5,0,2,0,0
RID7356,0,0,3,3,4,2,2,0,1.5,0,5,0,0
RID7357,0,3,6,6,8,8,5,4,8.5,2,0,4,2
RID7358,0,0,3,3,4,5,2,2,0,0,5,0,0
RID7359,0,0,8,3,1,2,0,0,0,0,0,0,2
RID7360,0,0,6,5,5,5,5,0,5.5,2,0,0,0
RID7361,0,0,3,3,5,5,1,0,1.5,0,0,0,0
RID7362,0,0,6,5,7,2,9,0,3.5,0,0,0,4
RID7363,0,0,9,3,4,2,4,0,1,0,0,0,2
RID7364,0,0,6,5,3,5,6,0,7.5,2,0,0,0
RID7365,0,0,6,6,6,5,9,4,6.5,0,2,0,3
RID7366,0,0,4,5,5,5,7,2,5,0,0,0,0
RID7367,0,0,3,5,3,5,6,0,3.5,0,0,0,2
RID7368,0,0,4,6,5,8,7,0,4.5,0,0,0,0
RID7369,0,0,8,3,2,6,2,0,1,0,0,0,0
RID7370,0,0,8,3,4,5,2,0,1,0,0,0,0
RID7371,0,0,4,3,1,2,0,0,1,0,0,0,0
RID7372,0,0,9,5,10,9,7,0,7.5,0,0,0,0
RID7373,0,0,5,5,8,5,1,0,7.5,0,0,0,0
RID7374,0,0,3,5,4,2,5,0,3.5,0,5,0,0
RID7375,0,0,6,5,3,5,7,4,6.5,0,0,0,2
RID7376,0,0,4,4,1,5,8,0,1,0,0,0,2
RID7377,0,0,10,3,2,5,3,0,0,0,2,0,0
RID7378,0,0,3,3,3,5,6,0,3.5,0,0,0,0
RID7379,0,0,4,6,6,5,6,0,7,0,0,0,0
RID7380,0,0,4,4,6,3,5,0,1.5,0,0,0,0
RID7381,0,0,10,3,4,5,2,0,0,0,5,0,2
RID7382,0,0,6,5,6,8,8,0,3.5,0,0,0,0
RID7383,0,0,6,3,4,5,1,0,0,0,0,0,0
RID7384,0,0,4,5,5,5,5,0,4.5,2,0,1,0
RID7385,0,0,5,5,5,5,5,0,6.5,2,0,0,0
RID7386,0,0,6,5,3,5,9,0,7.5,2,0,0,2
RID7387,0,0,6,4,3,5,9,0,3.5,2,0,0,2
RID7388,0,0,6,8,10,9,8,6,8.5,4,2,0,3
RID7389,0,0,7,5,5,9,6,6,8.5,2,0,0,0
RID7390,0,0,4,6,10,2,7,0,5,2,2,0,0
RID7391,0,0,9,5,5,4,9,2,5.5,0,0,0,2
RID7392,0,0,8,5,5,4,9,2,3.5,0,0,0,2
RID7393,0,0,9,4,7,8,8,0,4.5,0,0,0,2
RID7394,3,0,8,5,4,5,8,0,8,2,0,0,2
RID7395,0,0,8,3,4,5,3,0,0,0,0,0,2
RID7396,0,0,10,3,4,5,0,0,0,0,0,0,0
RID7397,0,0,8,3,2,5,1,0,1,0,0,0,0
RID7398,0,0,3,5,4,2,6,0,2.5,0,0,0,2
RID7399,0,0,5,3,3,6,1,0,1,0,0,0,0
RID7400,0,0,8,6,7,5,6,0,6.5,0,2,0,0
RID7401,0,0,7,3,4,6,2,0,1,0,0,0,0
RID7402,0,0,10,5,5,2,8,0,4.5,0,0,0,2
RID7403,0,0,7,4,7,5,9,0,2.5,0,5,0,0
RID7404,0,0,6,5,5,8,6,0,1.5,0,0,0,2
RID7405,0,0,3,5,2,2,7,0,2.5,0,0,0,0
RID7406,0,0,6,3,3,5,0,0,0,0,0,0,2
RID7407,0,0,10,5,9,3,6,0,7.5,2,2,0,0
RID7408,0,0,8,5,7,5,8,0,5.5,0,0,1,0
RID7409,0,0,8,5,8,5,7,0,5.5,2,0,1,0
RID7410,0,0,6,3,2,6,1,0,1,0,0,0,0
RID7411,0,0,7,5,7,3,6,0,5.5,0,0,0,0
RID7412,0,0,4,4,3,2,4,0,2.5,0,0,0,0
RID7413,0,0,4,5,6,5,9,0,4.5,2,5,0,2
RID7414,0,0,3,4,2,5,7,0,2.5,0,0,0,0
RID7415,0,0,6,3,2,5,2,0,0,0,0,0,0
RID7416,0,0,4,5,9,2,1,2,7.5,0,0,0,2
RID7417,0,0,8,5,7,5,6,0,5.5,2,0,0,0
RID7418,0,0,4,3,2,2,0,0,1,0,0,0,0
RID7419,0,0,6,5,7,6,10,0,4.5,0,0,0,2
RID7420,0,0,4,6,4,5,9,0,3.5,4,0,0,2
RID7421,0,0,6,4,2,2,4,0,1.5,0,0,0,0
RID7422,0,3,8,6,10,5,7,6,7.5,4,2,0,3
RID7423,0,0,8,4,6,6,7,0,4.5,0,0,0,2
RID7424,0,0,4,3,6,4,9,0,3.5,0,5,0,0
RID7425,0,0,9,4,1,6,9,0,4.5,0,0,0,2
RID7426,8,0,7,5,5,7,8,0,5.5,2,2,0,0
RID7427,0,0,6,3,4,5,2,2,0,0,5,0,2
RID7428,0,0,6,5,4,5,7,0,4.5,0,0,0,2
RID7429,0,0,9,3,1,5,0,0,0,0,0,0,0
RID7430,0,0,6,5,4,5,8,6,3.5,0,2,0,0
RID7431,0,0,6,4,9,6,7,0,5,0,2,0,0
RID7432,0,0,8,6,8,2,4,0,7.5,2,0,0,2
RID7433,0,0,4,6,7,5,7,2,7.5,0,0,2,2
RID7434,0,0,3,4,4,2,8,0,1.5,0,0,0,2
RID7435,0,0,7,3,3,3,1,0,0,0,0,0,0
RID7436,0,0,5,8,7,3,7,2,7.5,2,0,2,0
RID7437,0,0,4,4,2,2,1,0,1.5,0,0,0,0
RID7438,0,0,8,5,10,7,6,0,8.5,0,5,2,3
RID7439,0,0,7,6,6,2,6,0,6.5,0,2,0,2
RID7440,0,0,3,4,4,3,1,0,1.5,0,0,0,0
RID7441,0,0,5,3,2,6,1,0,2,0,0,0,2
RID7442,0,0,4,4,3,5,3,0,2.5,2,0,0,2
RID7443,0,0,9,3,3,5,2,0,0,0,0,0,2
RID7444,0,0,6,3,4,5,1,0,0,0,0,0,0
RID7445,0,0,6,3,2,5,3,0,1,0,0,0,0
RID7446,0,0,8,4,10,5,7,2,7.5,2,0,0,3
RID7447,0,0,6,3,4,5,2,0,0,0,2,0,0
RID7448,0,0,8,5,8,5,6,0,7.5,2,0,0,3
RID7449,0,0,3,4,0,5,6,0,1.5,0,0,0,2
RID7450,0,0,5,3,2,2,0,0,0,0,0,0,0
RID7451,0,0,10,5,10,5,7,6,7.5,2,2,0,0
RID7452,0,0,8,4,7,10,10,0,2.5,0,2,0,0
RID7453,0,0,4,3,3,5,1,0,0,0,0,0,0
RID7454,0,0,7,6,8,5,9,4,6,5,5,0,4
RID7455,0,0,9,7,10,8,9,2,7,4,0,0,2
RID7456,0,0,3,4,5,2,5,4,2.5,0,2,0,2
RID7457,0,0,4,5,5,2,6,0,4.5,0,0,0,2
RID7458,0,0,4,4,1,5,8,0,1.5,0,0,0,2
RID7459,0,0,4,3,1,5,5,0,2.5,0,2,0,2
